id,category/id,category/name/ca,category/name/es,scope/id,scope/name/ca,scope/name/es,participatory_space/id,participatory_space/url,component/id,title,body,state,reference,answer/ca,answer/es,supports,endorsements/total_count,endorsements/user_endorsements,comments,attachments,followers,published_at,url,meeting_urls,related_proposals,is_amend,original_proposal/title,original_proposal/url
249,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Gavà Beach Festival_ Proposta rebuda per correu electrònic,"Proposta presentada pels DJ's de Gavà Jove de la Casa Gran.

Festival musical a la platja de Gavà, centrat en les sessions dels  DJ's de Gavà Jove de la Casa Gran.

En el document adjunt s'explica la proposta.",accepted,G-PROP-2019-03-249,,,0,0,,4,1,10,2019-03-01 09:34:33 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/249,,,False,,
248,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Convención anime,"Podríamos hacer una versión, a una escala más asequible, del Salón del manga en Gavá. 
La idea sería que varias tiendas pusieran puestos, poner un par de escenarios, un par de eventos (por ejemplo, una gincana, o un trivial relacionado con la tematica del evento) y un puesto ""bar"", que pueda vender refrescos o bocadillos para la comida. 
No extenderé este resumen mucho más, si están interesados, ya saben que hacer. ",accepted,G-PROP-2019-02-248,"<p>Hola Antonio, gracias por hacer tu propuesta.</p><p>Hasta el próximo 3 de marzo estamos en la fase de filtrado que consiste en evaluar sí las propuestas presentadas son susceptibles, o no, de ser aceptadas en el proceso de votación.</p><p><br></p><p>Para poder evaluar la viabilidad de tu propuesta necesitamos que nos facilites esta información que falta:  </p><p>1-  Ámbito de la propuesta (puedes seleccionar más de un) 1-Educación o formación, 2- trabajo, 3-vivienda, 4-salud, 5- cultura y ocio, 6-participación y asociacionismo, 7-cohesión social y territorial</p><p>2- ¿Como lo harías? (¿Qué crees que necesitarías para hacerlo?, Recursos)</p><p>3- ¿Cuánto costará? ( un presupuesto aproximado, recuerda que son hasta 7000€ por propuesta)</p>",,0,0,,2,0,3,2019-02-26 09:37:19 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/248,,,False,,
247,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Convención anime,"Podríamos hacer una versión, a una escala más asequible, del Salón del manga en Gavá. 
La idea sería que varias tiendas pusieran puestos, poner un par de escenarios, un par de eventos (por ejemplo, una gincana, o un trivial relacionado con la tematica del evento) y un puesto ""bar"", que pueda vender refrescos o bocadillos para la comida. 
No extenderé este resumen mucho más, si están interesados, ya saben que hacer. ",rejected,G-PROP-2019-02-247,<p>Rebutjada per duplicada amb la proposta GPROP-2019-02-248.</p>,,0,0,,0,0,1,2019-02-26 09:29:14 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/247,,,False,,
246,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Gimcana urbana cultural,"-Contacte: Mario Andrés González 
- Àmbit: Cultura i Oci
- Acció: Gimcana en la qual hi haurà diferents grups formats per diferents disciplines (bailarí/ina, MC, graffiters/eres, pintor/ra, skater, etc.). Hi haurà diferents proves a superar per a cada disciplina, però només les podran realitzar aquelles persones del grup que no coneguin aquella disciplina. La gimcana finalitza amb un show o presentació de cada grup en format festival urbà.
- Motivació: unir a tots els elements urbans.
- Passes a fer: omplir la proposta i entregar-la.
- Materials: cons, equip de so (diversos micròfons, altaveus sense cables, cartolines, esprais, paper film, rampes, skates, música, instruments, ordinador, càmeres per registrar la jornada.
- Lloc: tota Gavà (cada prova estaria situada en diferents punts de control repartits per tota la ciutat.
- Qui ens acompanya: equip de Joventut i 4 Elementos.
- Calendari: estiu.
- Difusió: a través d’Instagram, vídeos de promoció, voladors (flyers), presencial, difondre per whatsapp, boca – orella...
- Pressupost: 7.000€.",accepted,G-PROP-2019-02-246,,,0,0,,0,0,1,2019-02-26 09:28:38 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/246,,,False,,
245,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Taller de creació i realització musical,"-Contacte: Carolina Vilar  
- Àmbit: Cultura i Oci
- Acció: El projecte consisteix en proporcionar un espai amb medis físics i personal qualificat, de lliure accessibilitat, destinat a la producció / creació / aprenentatge de projectes audiovisuals i musicals.
- Motivació: falta de recursos d’educació i motivació intrínseca pel tema.
- Passes a fer: presentar la proposta correctament a la plataforma digital.
- Materials: sales, sala insonoritzada, instruments, micròfons, altaveus, ordinador dedicat als projectes i targeta de so.
- Lloc: Casa Gran, American Lake, Torre Lluch (jardins i sales inferiors).
- Qui ens acompanya: equips tècnics de l’Ajuntament, professionals de la música, associacions.
- Calendari: juny – desembre. Seguir els passos de rehabilitar l’espai (preparació).
- Difusió: xarxes socials, presencialment als instituts, propaganda, diari de Gavà, televisió de Gavà, ràdio Gavà.
- Pressupost: 7.000€. Part material, part didàctica i formativa.",accepted,G-PROP-2019-02-245,,,0,0,,0,0,1,2019-02-26 09:28:47 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/245,,,False,,
244,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,"Crear eina/plataforma pública (web, blog...) per temes culturals i artístics de Gavà","Crear algun tipus d'eina / plataforma pública (tipus web / blog...) que permeti:
- A joves interessats i interessades en activitats culturals, de diferents municipis, donar-se d'alta per rebre informació d'esdeveniments que s'organitzin a Gavà. Per tant, disposar d'un cens de persones joves motivades per la cultura en sentit ampli.
- Esdevenir un aparador de novetats, notícies i mostra de diferents disciplines artístiques i culturals.
- Comunicar i difondre activitats i notícies relacionades amb la cultura a Gavà.

Proposta sense pressupost definit (inferior a 7.000€)",accepted,G-PROP-2019-02-244,,,0,0,,0,0,2,2019-02-26 09:28:28 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/244,,,False,,
243,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Les campanades de Gavà,Retransmetre les campanades des d’alguna plaça o espai de Gavà amb posterior festa i discomòbil al mateix espai.,accepted,G-PROP-2019-02-243,<p>Necessitaríem que definissis el cost ( €) de la teva proposta perquè pugui entrar a la fase de votació.</p><p>Si tens dubtes de com fer-ho pots contactar amb nosaltres a: participa@gava.cat o joventut@gava.cat</p>,,0,0,,2,1,2,2019-02-27 10:12:37 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/243,,,False,,
242,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Taller de Ritmos Urbanos,"Realizando clases gratuitas con talleristas expertos en ritmos urbanos de rima (Hip hop, rap, dancehall, reggaeton, etc.) cuyos participantes podrán crear una canción, o un ritmo, desde escribirla, grabarla y  hasta crear un video para las diferentes plataformas sociales.
A través de clases metódicas y participativas iremos practicando los diferentes ritmos musicales de interés de los alumnos quienes podrán realizar sus grabaciones, crear sus propios ritmos, oírlos, practicar y grabarlos.",accepted,G-PROP-2019-02-242,,,0,0,,1,1,3,2019-02-26 09:28:14 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/242,,,False,,
241,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Potenciar Street Fest Gavà,"Con  la excelente recepción  de la comunidad juvenil hacia el festival, hemos podido crear vínculos  gracias a nuestro trabajo en diferentes actividades, jornadas, talleres, conciertos, etc. Junto a otros colectivos hemos creado una  organización plural e inclusiva con los cuales ya realizamos con éxito las dos jornadas anteriores del festival mejorando en producción, difusión e integración de más sectores sociales. Este año nos gustaría contar con artistas de renombre nacional e internacional.",accepted,G-PROP-2019-02-241,,,0,0,,1,1,3,2019-02-26 09:28:07 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/241,,,False,,
240,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Jornadas de arte urbano,"Diferentes grupos del mundo de la expresión urbana (locales e invitados) serán partícipes de su arte (música, conciertos, pintura, baile, artesanías y más expresiones artísticas). Se tratarán de varias jornadas cuya intención es la de realizar cada fecha en diferentes lugares de la ciudad para lograr una mayor integración de los sectores juveniles.  Además, contarán con actividades para niños y adultos tales como talleres de pintura, rimas y serigrafía para una mayor cohesión social.",accepted,G-PROP-2019-02-240,,,0,0,,1,1,3,2019-02-26 09:27:58 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/240,,,False,,
239,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Proyecte Freeamily  a Gavà,"Freeamily es un event d’oci de música electrónica que té com a únic objectiu reunir a gent de totes les edats  amb la finalitat de gaudir d’un ambient únic amb diferents activitats lúdiques aptes per a tots els públics.

En el document que us adjuntem a continuació trobareu la resta d’informació.",accepted,G-PROP-2019-02-239,<p>Necessitaríem que definissis el cost ( €) de la teva proposta perquè pugui entrar a la fase de votació.</p><p>Si tens dubtes de com fer-ho pots contactar amb nosaltres a: participa@gava.cat o joventut@gava.cat</p>,,0,0,,1,1,7,2019-02-27 10:13:41 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/239,,,False,,
238,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Proyecte Freeamily  a Gavà,"Freeamily es un event d’oci de música electrónica que té com a únic objectiu reunir a gent de totes les edats  amb la finalitat de gaudir d’un ambient únic amb diferents activitats lúdiques aptes per a tots els públics.

En el document que us adjuntem a continuació trobareu la resta d’informació.",rejected,G-PROP-2019-02-238,<p>Rebutjada per duplicada amb la proposta  GPROP-2019-02-239.</p>,,0,0,,1,0,1,2019-02-26 09:39:41 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/238,,,False,,
237,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Workshops de diferents ballarins tan Nacionals com Internacionals,"La meva proposta tracta d’organitzar una setmana de classes amb diferents ballarins coneguts, diferents estils de ball dintre de la cultura Hip Hop & Old School, L.A Style y Dancehall. 
La proposta la faig com a entitat, La Sala – Escola de ball. El meu nom a nivell artístic es Edu Aliwal. Es tracta d’una idea oberta a tothom que hi vulgui participar, tan a nivell cultural com a nivell d’oci. Jo em faria càrrec amb l’ajuda de l’ajuntament d’organitzar, gestionar y dirigir l’activitat. ",accepted,G-PROP-2019-02-237,<p>Necessitaríem que definissis el cost ( €) de la teva proposta perquè pugui entrar a la fase de votació.</p><p>Si tens dubtes de com fer-ho pots contactar amb nosaltres a: participa@gava.cat o joventut@gava.cat</p>,,0,0,,1,1,7,2019-02-27 10:14:03 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/237,,,False,,
236,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Classes gratuïtes i exhibicions d'skate ,"L’esdeveniment que proposo, és una sessió de classes d’skate gratuïta oberta al públic, d’una hora i mitja, seguida d’una exhibició (també oberta a tothom i gratuïta) en format competició. 
Adjunto la resta d'informació a un document pdf adjunt. ",accepted,G-PROP-2019-02-236,,,0,0,,1,1,2,2019-02-26 09:27:32 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/236,,,False,,
235,,,,,,,23,https://participa.gavaciutat.cat/processes/Participaccio?participatory_process_slug=Participaccio,73,Classes d’skate gratuites i exhibició,"L’esdeveniment que proposo, és una sessió de classes d’skate gratuïta oberta al públic, d’una hora i mitja, seguida d’una exhibició (també oberta a tothom i gratuïta) en format competició. 
La idea seria impartir les classes al matí (d’11.00 a 12.30), fer una pausa per dinar (in-situ amb entrepans i aigua aportats per nosaltres) i començar l’exhibició cap a les 15.00-16.00. Depenent de la quantitat de participació, l’exhibició pot trigar més o menys, però hauríem d’acabar cap a les 20.00. 

",rejected,G-PROP-2019-02-235,<p>Rebutjada per duplicada amb la proposta GPROP-2019-02-236.</p>,,0,0,,4,0,1,2019-02-26 09:27:24 +0100,https://participa.gavaciutat.cat/processes/Participaccio/f/73/proposals/235,,,False,,
